Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,Airline,AirTime,ArrDelay,DepDelay,Dest,Distance,TaxiIn,TaxiOut
4,1,2,1430,1415,1712,1650,JetBlue,325,22,15,LGB,2277,4,13
4,1,2,1917,1730,2207,2005,United,329,122,107,SEA,2306,4,17
4,1,2,1702,1640,1957,1910,United,337,47,22,LAX,2288,4,14
4,1,2,925,815,1220,1040,United,339,100,70,SAN,2253,3,13
4,1,2,712,700,1025,940,JetBlue,343,45,12,LGB,2277,6,24
4,1,2,2237,2145,151,17,United,352,94,52,LAX,2288,8,14
4,1,2,1940,1930,2258,2217,United,354,41,10,SFO,2419,5,19
4,1,2,1228,1222,1551,1512,United,367,39,6,SFO,2419,4,12
4,2,3,2213,1710,2302,1800,United,25,302,303,MDT,94,5,19
4,2,3,1530,1515,1623,1625,United,38,-2,15,RDU,224,4,11
4,2,3,1238,1232,1330,1330,United,39,0,6,ORF,157,2,11
4,2,3,2016,1915,2117,2048,United,41,29,61,EWR,213,10,10
4,2,3,715,657,850,815,United,41,35,18,LGA,229,4,50
4,2,3,1758,1659,1923,1837,United,44,46,59,EWR,213,11,30
4,2,3,1227,1105,1335,1218,JetBlue,44,77,82,JFK,228,5,19
4,2,3,1346,1340,1445,1455,JetBlue,46,-10,6,JFK,228,2,11
4,2,3,1559,1450,1705,1624,United,47,41,69,EWR,213,7,12
4,2,3,903,815,1022,929,United,49,53,48,LGA,229,3,27
4,2,3,2002,1940,2131,2110,JetBlue,49,21,22,JFK,228,18,22
4,2,3,1443,1435,1549,1600,United,50,-11,8,BDL,326,3,13
4,2,3,2148,2130,2302,2306,United,57,-4,18,BOS,413,4,13
4,2,3,1740,1700,1914,1833,United,62,41,40,CLT,321,3,29
4,2,3,1333,1231,1500,1357,United,64,63,62,CAE,401,4,19
4,2,3,2118,2055,2244,2224,JetBlue,64,20,23,BOS,413,5,17
4,2,3,1003,820,1126,948,United,66,98,103,MYR,372,4,13
4,2,3,840,819,1107,1016,United,68,51,21,JAX,631,69,10
4,2,3,1055,1040,1229,1204,United,70,25,15,CLT,321,6,18
4,2,3,2216,2150,2352,2331,United,79,21,26,SAV,515,3,14
4,2,3,1903,1850,2052,2056,Delta,83,-4,13,ATL,533,10,16
4,2,3,1737,1645,1841,1745,United,97,56,52,BHM,638,2,25
4,2,3,1514,1215,1611,1311,United,99,180,179,HSV,595,4,14
4,2,3,1652,1640,1803,1734,United,102,29,12,BNA,542,2,27
4,2,3,1952,1941,2102,2040,United,103,22,11,ORD,589,8,19
4,2,3,1811,1805,1913,1900,Southwest,103,13,6,MDW,577,6,13
4,2,3,2204,2155,2306,2254,United,105,12,9,ORD,589,5,12
4,2,3,1444,1435,1553,1545,United,109,8,9,ORD,589,6,14
4,2,3,2154,2139,4,2355,United,109,9,15,TPA,810,5,16
4,2,3,2158,2150,2308,2249,United,111,19,8,SPI,657,4,15
4,2,3,1243,1233,1351,1340,United,112,11,10,ORD,589,4,12
4,2,3,1924,1905,2138,2125,Southwest,118,13,19,TPA,810,4,12
4,2,3,1455,1445,1716,1659,United,124,17,10,MCO,758,7,10
4,2,3,1054,1020,1343,1258,JetBlue,134,45,34,FLL,901,20,15
4,2,3,1754,1742,2006,2015,United,173,-9,12,IAH,1190,5,14
4,2,3,907,730,1212,1000,United,175,132,97,IAH,1190,8,62
4,2,3,1709,1700,1934,1930,American,194,4,9,DFW,1172,3,8
4,2,3,1857,1850,2147,2126,United,208,21,7,SAT,1362,4,18
4,2,3,1816,1810,2211,2218,United,212,-7,6,SJU,1571,7,16
4,2,3,1525,1518,1734,1700,United,229,34,7,DEN,1452,9,11
4,2,3,1015,951,1231,1137,United,233,54,24,DEN,1452,11,12
4,2,3,1647,1640,1902,1830,United,233,32,7,DEN,1452,5,17
4,2,3,1902,1804,2159,2018,United,260,101,58,ABQ,1628,5,32
4,2,3,624,615,944,900,Delta,302,44,9,SLC,1827,6,12
4,2,3,1727,1705,2023,1914,United,322,69,22,LAS,2066,8,26
4,2,3,1739,1720,2042,1955,American,334,47,19,LAX,2288,12,17
4,2,3,942,815,1243,1049,United,338,114,87,LAX,2288,5,18
4,2,3,1758,1650,2057,1920,United,341,97,68,LAX,2288,6,12
4,2,3,1718,1710,2023,1949,JetBlue,345,34,8,SAN,2253,4,16
4,2,3,1235,1225,1548,1515,United,356,33,10,SFO,2419,6,11
4,2,3,1502,1440,1813,1730,United,357,43,22,SFO,2419,6,8
4,3,4,1742,1710,1822,1800,United,23,22,32,MDT,94,3,14
4,3,4,2348,2205,49,2308,United,38,101,103,PIT,183,7,16
4,3,4,1623,1515,1740,1625,United,44,75,68,RDU,224,6,27
4,3,4,2241,1940,1,2110,JetBlue,46,171,181,JFK,228,12,22
4,3,4,1855,1541,1955,1639,United,52,196,194,ORF,157,3,5
4,3,4,1729,1720,1918,1843,United,53,35,9,CLE,288,4,52
4,3,4,2250,2155,22,2317,United,53,65,55,CLT,321,4,35
4,3,4,1304,1224,1424,1348,United,55,36,40,PVD,372,3,22
4,3,4,1256,1238,1409,1357,United,56,12,18,CLE,288,4,13
4,3,4,2225,1840,2345,2016,United,61,209,225,BOS,413,4,15
4,3,4,852,835,1056,1011,United,63,45,17,CLT,321,16,45
4,3,4,1003,820,1126,948,United,64,98,103,MYR,372,2,17
4,3,4,2152,2055,2315,2224,JetBlue,64,51,57,BOS,413,3,16
4,3,4,2228,2200,2357,2324,United,67,33,28,CAE,401,3,19
4,3,4,1402,1224,1529,1352,United,67,97,98,MYR,372,3,17
4,3,4,1712,1700,1915,1833,United,68,42,12,CLT,321,5,50
4,3,4,2000,1652,2129,1818,United,70,191,188,CAE,401,5,14
4,3,4,1605,1555,1748,1735,JetBlue,75,13,10,BOS,413,7,21
4,3,4,1744,1650,1933,1837,United,78,56,54,SAV,515,3,28
4,3,4,1233,1211,1433,1355,United,80,38,22,CHS,441,10,30
4,3,4,1708,1652,1859,1836,United,80,23,16,CHS,441,15,16
4,3,4,852,835,1118,1021,United,81,57,17,SAV,515,3,62
4,3,4,1817,1640,1926,1734,United,88,112,97,BNA,542,6,35
4,3,4,619,600,813,747,Delta,89,26,19,ATL,533,14,11
4,3,4,1311,1251,1509,1442,Southwest,93,27,20,ATL,533,11,14
4,3,4,1740,1640,1835,1736,United,94,59,60,HSV,595,4,17
4,3,4,2346,2150,143,2331,United,94,132,116,SAV,515,9,14
4,3,4,2258,2155,3,2254,United,94,69,63,ORD,589,6,25
4,3,4,1701,1645,1810,1745,United,95,25,16,BHM,638,3,31
4,3,4,955,835,1154,1027,United,96,87,80,ATL,533,6,17
4,3,4,853,820,1027,909,United,96,78,33,BNA,542,5,53
4,3,4,1026,1020,1115,1110,Southwest,97,5,6,MDW,577,3,9
4,3,4,1907,1850,2134,2056,Delta,100,38,17,ATL,533,13,34
4,3,4,2126,1941,2234,2040,United,101,114,105,ORD,589,10,17
4,3,4,1253,1144,1504,1354,Southwest,103,70,69,MCO,758,5,23
4,3,4,2158,2139,4,2355,United,107,9,19,TPA,810,3,16
4,3,4,745,720,949,925,Southwest,107,24,25,MCO,758,6,11
4,3,4,1917,1825,2145,2050,JetBlue,112,55,52,MCO,758,6,30
4,3,4,2356,2145,211,2355,United,113,136,131,MCO,758,2,20
4,3,4,1838,1805,2000,1900,Southwest,114,60,33,MDW,577,6,22
4,3,4,2009,1955,2219,2205,United,115,14,14,MCO,758,3,12
4,3,4,1917,1905,2132,2125,Southwest,115,7,12,TPA,810,5,15
4,3,4,1801,1735,2021,1931,Delta,118,50,26,ATL,533,8,14
4,3,4,2202,2155,2335,2340,United,134,-5,7,MSY,954,4,15
4,3,4,1750,1740,1936,1925,United,137,11,10,MSY,954,3,26
4,3,4,1936,1900,2152,2124,United,164,28,36,IAH,1190,8,24
4,3,4,1749,1742,2034,2015,United,174,19,7,IAH,1190,16,35
4,3,4,1801,1735,2030,1941,United,177,49,26,OKC,1136,4,28
4,3,4,1954,1930,2221,2150,American,184,31,24,DFW,1172,13,10
4,3,4,1749,1700,2041,1930,American,184,71,49,DFW,1172,9,39
4,3,4,1311,1305,1541,1530,American,186,11,6,DFW,1172,7,17
4,3,4,2204,2155,3,2336,United,210,27,9,DEN,1452,7,22
4,3,4,1846,1750,2107,2013,United,300,54,56,LAX,2288,6,15
4,3,4,1520,1441,1750,1645,United,302,65,39,LAS,2066,5,23
4,3,4,2138,1650,7,1920,United,305,287,288,LAX,2288,10,14
4,3,4,1312,1255,1535,1505,Southwest,309,30,17,LAS,2066,3,11
4,3,4,1945,1910,2216,2140,United,312,36,35,LAX,2288,6,13
4,3,4,1802,1720,2111,1955,American,314,76,42,LAX,2288,15,40
4,3,4,1800,1730,2043,2006,United,320,37,30,SEA,2306,6,17
4,3,4,1902,1812,2145,2040,United,321,65,50,SAN,2253,2,20
4,3,4,1028,840,1317,1114,United,322,123,108,SEA,2306,5,22
4,3,4,1502,1440,1759,1730,United,326,29,22,SFO,2419,6,25
4,3,4,1501,1415,1817,1650,JetBlue,342,87,46,LGB,2277,4,30
4,3,4,716,710,1023,957,United,346,26,6,SFO,2419,6,15
4,4,5,1918,1710,1957,1800,United,22,117,128,MDT,94,2,15
4,4,5,2007,1232,2059,1330,United,36,449,455,ORF,157,2,14
4,4,5,1405,1318,1523,1420,United,39,63,47,PIT,183,4,35
4,4,5,1609,1450,1710,1624,United,42,46,79,EWR,213,5,14
4,4,5,1549,1541,1646,1639,United,42,7,8,ORF,157,2,13
4,4,5,1625,1515,1742,1625,United,42,77,70,RDU,224,3,32
4,4,5,947,831,1050,945,United,42,65,76,ROC,289,4,17
4,4,5,1248,1237,1355,1347,United,45,8,11,GSO,239,2,20
4,4,5,919,835,1019,948,United,45,31,44,RDU,224,5,10
4,4,5,1448,1224,1614,1342,United,46,152,144,SYR,296,4,36
4,4,5,851,845,1016,959,JetBlue,46,17,6,JFK,228,12,27
4,4,5,1817,1659,1932,1837,United,47,55,78,EWR,213,7,21
4,4,5,1726,1720,1840,1831,United,47,9,6,RDU,224,3,24
4,4,5,1122,1100,1231,1212,United,50,19,22,EWR,213,6,13
4,4,5,840,657,1150,815,United,50,215,103,LGA,229,4,136
4,4,5,825,815,1158,929,United,51,149,10,LGA,229,5,157
4,4,5,2133,1940,2258,2110,JetBlue,52,108,113,JFK,228,10,23
4,4,5,1419,1340,1543,1455,JetBlue,53,48,39,JFK,228,7,24
4,4,5,1626,1555,1842,1735,JetBlue,59,67,31,BOS,413,6,71
4,4,5,1803,1700,1929,1833,United,61,56,63,CLT,321,3,22
4,4,5,1247,901,1409,1036,United,61,213,226,MHT,418,5,16
4,4,5,1229,820,1406,948,United,62,258,249,MYR,372,4,31
4,4,5,2147,2130,2326,2306,United,62,20,17,BOS,413,6,31
4,4,5,1211,835,1351,1011,United,64,220,216,CLT,321,7,29
4,4,5,2123,2055,2255,2224,JetBlue,64,31,28,BOS,413,5,23
4,4,5,1719,1652,1851,1818,United,65,33,27,CAE,401,4,23
4,4,5,1139,1105,1302,1218,JetBlue,65,44,34,JFK,228,4,14
4,4,5,1314,1231,1435,1357,United,66,38,43,CAE,401,2,13
4,4,5,1932,1645,2102,1829,United,67,153,167,BOS,413,4,19
4,4,5,1954,1910,2146,2036,United,68,70,44,CAE,401,3,41
4,4,5,2348,2200,110,2324,United,69,106,108,CAE,401,3,10
4,4,5,2109,1840,2237,2016,United,70,141,149,BOS,413,6,12
4,4,5,2123,2030,2315,2214,Southwest,70,61,53,ATL,533,15,27
4,4,5,1335,1130,1510,1302,JetBlue,76,128,125,BOS,413,4,15
4,4,5,1824,1652,2017,1836,United,77,101,92,CHS,441,5,31
4,4,5,1537,1435,1716,1611,United,78,65,62,BOS,413,5,16
4,4,5,2219,1735,22,1926,Delta,84,296,284,ATL,533,15,24
4,4,5,1950,1835,2329,2024,Southwest,87,185,75,ATL,533,29,103
4,4,5,1413,1251,1601,1442,Southwest,88,79,82,ATL,533,10,10
4,4,5,1406,1216,1551,1407,Delta,88,104,110,ATL,533,7,10
4,4,5,1405,1235,1558,1435,United,90,83,90,ATL,533,8,15
4,4,5,1617,1239,1807,1420,United,92,227,218,SAV,515,5,13
4,4,5,719,710,1036,856,Delta,92,100,9,ATL,533,23,82
4,4,5,1048,820,1220,909,United,96,191,148,BNA,542,7,49
4,4,5,1738,1640,1845,1736,United,97,69,58,HSV,595,4,26
4,4,5,948,940,1252,1125,Delta,98,87,8,ATL,533,15,71
4,4,5,1625,1535,1717,1630,Southwest,101,47,50,MDW,577,3,8
4,4,5,1416,1215,1516,1311,United,102,125,121,HSV,595,4,14
4,4,5,854,819,1109,1016,United,102,53,35,JAX,631,6,27
4,4,5,1840,1718,1947,1836,United,102,71,82,ORD,589,9,16
4,4,5,1804,1645,1911,1745,United,104,86,79,BHM,638,3,20
4,4,5,1435,1233,1604,1340,United,104,144,122,ORD,589,5,40
4,4,5,1154,1144,1352,1354,Southwest,105,-2,10,MCO,758,5,8
4,4,5,2230,2150,2345,2249,United,107,56,40,SPI,657,5,23
4,4,5,1925,1825,2140,2050,JetBlue,110,50,60,MCO,758,8,17
4,4,5,909,835,1147,1027,United,114,80,34,ATL,533,7,37
4,4,5,1102,1045,1315,1244,United,114,31,17,ATL,533,7,12
4,4,5,2201,2145,13,2355,United,115,18,16,MCO,758,3,14
4,4,5,1648,1506,2004,1652,Southwest,115,192,102,ATL,533,9,72
4,4,5,1741,1655,2004,1916,United,116,48,46,MCO,758,7,20
4,4,5,1724,1703,1951,1911,Southwest,117,40,21,MCO,758,8,22
4,4,5,1824,1640,2059,1840,United,120,139,104,ATL,533,11,24
4,4,5,1921,1905,2135,2125,Southwest,121,10,16,TPA,810,4,9
4,4,5,1455,1440,1743,1720,JetBlue,140,23,15,FLL,901,10,18
4,4,5,907,600,1150,835,American,141,195,187,MIA,921,3,19
4,4,5,1814,1742,2144,2015,United,181,89,32,IAH,1190,16,73
4,4,5,1326,1240,1550,1510,United,183,40,46,IAH,1190,6,15
4,4,5,1540,1305,1820,1530,American,187,170,155,DFW,1172,13,20
4,4,5,1645,1525,2104,1713,Delta,190,231,80,ATL,533,4,65
4,4,5,802,750,1145,1130,American,200,15,12,SJU,1571,8,15
4,4,5,1623,1518,1813,1700,United,201,73,65,DEN,1452,6,23
4,4,5,1850,1755,2137,2031,United,203,66,55,AUS,1297,3,21
4,4,5,1954,1900,2250,2124,United,207,86,54,IAH,1190,9,20
4,4,5,625,615,907,900,Delta,266,7,10,SLC,1827,5,11
4,4,5,1707,1700,1905,1915,American,274,-10,7,PHX,1956,7,17
4,4,5,903,825,1105,1029,United,281,36,38,LAS,2066,5,16
4,4,5,1456,1435,1703,1656,United,290,7,21,SAN,2253,2,15
4,4,5,1714,1650,1944,1920,United,302,24,24,LAX,2288,6,22
4,4,5,1426,1235,1645,1505,United,303,100,111,LAX,2288,5,11
4,4,5,1434,1415,1706,1650,JetBlue,309,16,19,LGB,2277,4,19
4,4,5,1752,1720,2053,1955,American,311,58,32,LAX,2288,25,25
4,4,5,1441,1435,1715,1708,United,313,7,6,LAX,2288,6,15
4,4,5,1836,1750,2116,2013,United,313,63,46,LAX,2288,5,22
4,4,5,2217,2143,111,15,United,319,56,34,LAX,2288,14,21
4,4,5,1731,1710,2019,1949,JetBlue,319,30,21,SAN,2253,2,27
4,4,5,1802,1730,2044,2006,United,320,38,32,SEA,2306,6,16
4,4,5,2047,1938,2335,2225,United,332,70,69,SFO,2419,5,11
4,4,5,1905,1850,2220,2145,JetBlue,350,35,15,OAK,2408,7,18
4,5,6,1747,1705,1841,1755,United,25,46,42,MDT,94,3,26
4,5,6,1727,1640,1843,1746,United,34,57,47,PIT,183,4,38
4,5,6,1752,1715,1906,1835,United,43,31,37,ROC,289,3,28
4,5,6,1521,1515,1629,1625,United,44,4,6,RDU,224,4,20
4,5,6,1458,845,1614,959,JetBlue,45,375,373,JFK,228,6,25
4,5,6,900,848,1011,1009,United,48,2,12,BDL,326,5,18
4,5,6,1754,1720,1901,1843,United,50,18,34,CLE,288,4,13
4,5,6,1243,1224,1357,1348,United,51,9,19,PVD,372,3,20
4,5,6,1949,1940,2118,2110,JetBlue,51,8,9,JFK,228,13,25
4,5,6,910,826,1024,1000,United,55,24,44,BOS,413,4,15
4,5,6,2142,2130,2300,2306,United,57,-6,12,BOS,413,4,17
4,5,6,722,640,844,815,JetBlue,58,29,42,BOS,413,7,17
4,5,6,1001,850,1120,1021,American,65,59,71,CLT,321,4,10
4,5,6,1412,1340,1550,1455,JetBlue,65,55,32,JFK,228,11,22
4,5,6,940,835,1119,1011,United,69,68,65,CLT,321,3,27
4,5,6,1242,1220,1425,1352,United,69,33,22,DTW,383,5,29
4,5,6,2220,2200,6,2324,United,71,42,20,CAE,401,2,33
4,5,6,720,700,900,829,American,76,31,20,CLT,321,8,16
4,5,6,1835,1652,2015,1836,United,86,99,103,CHS,441,5,9
4,5,6,1757,1740,2006,1940,United,90,26,17,ATL,533,5,34
4,5,6,1714,1620,1911,1820,United,90,51,54,ATL,533,7,20
4,5,6,1829,1735,2022,1931,Delta,90,51,54,ATL,533,7,16
4,5,6,1613,1525,1812,1713,Delta,90,59,48,ATL,533,10,19
4,5,6,936,835,1138,1021,United,92,77,61,SAV,515,6,24
4,5,6,842,835,942,940,United,92,2,7,ORD,589,6,22
4,5,6,1239,1220,1431,1420,United,95,11,19,ATL,533,6,11
4,5,6,1701,1645,1807,1745,United,104,22,16,BHM,638,2,20
4,5,6,1153,1140,1406,1350,Southwest,115,16,13,MCO,758,8,10
4,5,6,800,745,1028,1000,JetBlue,115,28,15,MCO,758,7,26
4,5,6,1249,1240,1507,1454,United,118,13,9,MCO,758,7,13
4,5,6,1808,1655,2024,1911,United,122,73,73,TPA,810,3,11
4,5,6,1307,1255,1529,1515,Southwest,129,14,12,TPA,810,3,10
4,5,6,1746,1703,2045,1911,Southwest,136,94,43,MCO,758,26,17
4,5,6,1831,1825,2130,2050,JetBlue,136,40,6,MCO,758,24,19
4,5,6,620,600,854,835,American,137,19,20,MIA,921,3,14
4,5,6,2200,1745,54,2026,United,141,268,255,FLL,901,6,27
4,5,6,1237,1220,1427,1405,United,149,22,17,MSY,954,6,15
4,5,6,1831,1700,2028,1930,American,165,58,91,DFW,1172,3,9
4,5,6,942,920,1148,1145,American,170,3,22,DFW,1172,8,8
4,5,6,1807,1745,2025,2021,United,184,4,22,AUS,1297,3,11
4,5,6,1026,730,1255,958,United,187,177,176,IAH,1190,5,17
4,5,6,2255,2145,30,2326,United,199,64,70,DEN,1452,4,12
4,5,6,1316,1220,1504,1402,United,201,62,56,DEN,1452,9,18
4,5,6,833,825,1213,1217,United,202,-4,8,STT,1605,5,13
4,5,6,1759,1750,1938,1951,United,267,-13,9,PHX,1956,2,10
4,5,6,1952,1750,2220,2019,United,302,121,122,SEA,2306,8,18
4,5,6,829,820,1107,1045,United,314,22,9,SAN,2253,3,21
4,5,6,2239,1720,117,1955,American,314,322,319,LAX,2288,12,12
4,5,6,1832,1815,2103,2046,United,317,17,17,PDX,2327,4,10
4,5,6,1005,934,1240,1208,United,319,32,31,LAX,2288,4,12
4,5,6,2036,1930,2325,2217,United,333,68,66,SFO,2419,3,13
4,5,6,2205,2135,101,22,United,333,39,30,SFO,2419,3,20
4,5,6,1931,1900,2235,2152,United,349,43,31,SJC,2400,4,11
4,6,7,848,825,928,911,United,25,17,23,MDT,94,2,13
4,6,7,1725,1534,1826,1632,United,34,114,111,ORF,157,3,24
4,6,7,1249,1225,1341,1323,United,37,18,24,ORF,157,3,12
4,6,7,1334,1225,1436,1341,United,43,55,69,ROC,289,3,16
4,6,7,1241,1235,1346,1346,United,44,0,6,RDU,224,6,15
4,6,7,2225,2218,2332,2322,United,44,10,7,RDU,224,5,18
4,6,7,910,843,1015,953,United,45,22,27,GSO,239,13,7
4,6,7,850,835,1010,948,United,45,22,15,RDU,224,5,30
4,6,7,1550,1515,1701,1625,United,46,36,35,RDU,224,8,17
4,6,7,1754,1720,1902,1843,United,48,19,34,CLE,288,3,17
4,6,7,1437,1340,1611,1455,JetBlue,49,76,57,JFK,228,9,36
4,6,7,2215,2202,2320,2320,United,50,0,13,CLE,288,5,10
4,6,7,1848,1759,2114,1929,United,50,105,49,LGA,229,13,83
4,6,7,2031,1940,2151,2110,JetBlue,51,41,51,JFK,228,10,19
4,6,7,1810,1700,1924,1833,United,55,51,70,CLT,321,5,14
4,6,7,1442,1435,1607,1600,United,58,7,7,BDL,326,5,22
4,6,7,2245,2155,3,2317,United,60,46,50,CLT,321,5,13
4,6,7,1150,815,1307,943,United,61,204,215,MYR,372,2,14
4,6,7,1106,1050,1223,1211,United,62,12,16,CLT,321,8,7
4,6,7,1709,1618,1837,1759,Delta,63,38,51,DTW,383,6,19
4,6,7,1238,1220,1434,1407,Delta,63,27,18,DTW,383,17,36
4,6,7,1735,1652,1906,1836,United,64,30,43,CHS,441,11,16
4,6,7,1233,1224,1356,1352,United,64,4,9,MYR,372,3,16
4,6,7,1952,1910,2123,2036,United,65,47,42,CAE,401,4,22
4,6,7,2240,2130,15,2306,United,69,69,70,BOS,413,6,20
4,6,7,2251,2155,36,2332,United,70,64,56,PWM,494,3,32
4,6,7,2243,2140,17,2320,United,73,57,63,CHS,441,7,14
4,6,7,1710,1650,1842,1827,United,73,15,20,PWM,494,2,17
4,6,7,2121,1645,2304,1829,United,73,275,276,BOS,413,6,24
4,6,7,2234,2055,22,2224,JetBlue,74,118,99,BOS,413,5,29
4,6,7,2016,1840,2238,2016,United,78,142,96,BOS,413,5,59
4,6,7,1653,1555,1923,1735,JetBlue,79,108,58,BOS,413,5,66
4,6,7,1246,1216,1437,1407,Delta,84,30,30,ATL,533,11,16
4,6,7,1717,1640,1807,1736,United,86,31,37,HSV,595,7,17
4,6,7,811,805,852,855,Southwest,87,-3,6,MDW,577,4,10
4,6,7,1552,1535,1633,1630,Southwest,87,3,17,MDW,577,3,11
4,6,7,1538,1435,1734,1611,United,89,83,63,BOS,413,4,23
4,6,7,2205,2140,2354,2321,United,89,33,25,SAV,515,3,17
4,6,7,1537,1525,1738,1713,Delta,89,25,12,ATL,533,15,17
4,6,7,1649,1640,1847,1843,United,90,4,9,ATL,533,9,19
4,6,7,2007,2000,2055,2055,Southwest,91,0,7,MDW,577,5,12
4,6,7,1323,1234,1508,1415,United,91,53,49,SAV,515,3,11
4,6,7,1724,1710,1835,1828,United,92,7,14,ORD,589,3,36
4,6,7,1542,1506,1745,1652,Southwest,92,53,36,ATL,533,14,17
4,6,7,2118,2046,2210,2145,United,93,25,32,ORD,589,6,13
4,6,7,1443,1435,1557,1545,United,96,12,8,ORD,589,6,32
4,6,7,2014,1941,2111,2040,United,96,31,33,ORD,589,9,12
4,6,7,1821,1655,2029,1916,United,108,73,86,MCO,758,7,13
4,6,7,926,858,1134,1112,United,114,22,28,MCO,758,4,10
4,6,7,1924,1703,2140,1911,Southwest,116,149,141,MCO,758,10,10
4,6,7,1130,1030,1355,1240,United,118,75,60,MCO,758,4,23
4,6,7,1352,1240,1610,1454,United,119,76,72,MCO,758,4,15
4,6,7,2209,2139,27,2355,United,120,32,30,TPA,810,5,13
4,6,7,2033,1945,2300,2155,United,121,65,48,MCO,758,12,14
4,6,7,1212,1144,1609,1354,Southwest,122,135,28,MCO,758,19,96
4,6,7,2035,1905,2255,2125,Southwest,125,90,90,TPA,810,4,11
4,6,7,1727,1655,1953,1911,United,126,42,32,TPA,810,4,16
4,6,7,1803,1745,2034,2026,United,133,8,18,FLL,901,6,12
4,6,7,2203,2155,2332,2340,United,134,-8,8,MSY,954,2,13
4,6,7,842,835,1033,1025,Delta,135,8,7,MSP,908,20,16
4,6,7,1742,1714,1920,1910,Delta,136,10,28,MSP,908,6,16
4,6,7,1800,1730,1933,1915,United,140,18,30,MSY,954,3,10
4,6,7,1516,1440,1803,1720,JetBlue,140,43,36,FLL,901,4,23
4,6,7,1529,1445,1833,1659,United,142,94,44,MCO,758,7,35
4,6,7,1537,1340,1838,1550,Southwest,146,168,117,MCO,758,6,29
4,6,7,1717,1700,1933,1930,American,159,3,17,DFW,1172,14,23
4,6,7,1948,1930,2230,2150,American,167,40,18,DFW,1172,25,30
4,6,7,642,635,856,855,American,173,1,7,DFW,1172,10,11
4,6,7,1812,1747,2030,2015,United,176,15,25,IAH,1190,8,14
4,6,7,1904,1850,2130,2126,United,189,4,14,SAT,1362,5,12
4,6,7,1717,1711,1921,1903,United,196,18,6,DEN,1452,29,19
4,6,7,1835,1820,2217,2228,United,203,-11,15,SJU,1571,6,13
4,6,7,1955,1940,2142,2118,United,205,24,15,DEN,1452,9,13
4,6,7,1812,1804,2038,2018,United,236,20,8,ABQ,1628,7,23
4,6,7,949,835,1150,1036,United,283,74,74,PHX,1956,5,13
4,6,7,1618,1440,1821,1644,United,289,97,98,LAS,2066,4,10
4,6,7,1816,1754,2038,2030,United,295,8,22,SEA,2306,7,20
4,6,7,2030,1930,2250,2208,United,304,42,60,PDX,2327,4,12
4,6,7,824,815,1105,1045,United,313,20,9,LAX,2288,9,19
4,6,7,847,815,1136,1055,American,313,41,32,LAX,2288,17,19
4,6,7,1719,1710,2014,1949,JetBlue,316,25,9,SAN,2253,4,35
4,6,7,1814,1750,2053,2013,United,318,40,24,LAX,2288,5,16
4,6,7,1758,1720,2036,1955,American,319,41,38,LAX,2288,5,14
4,6,7,1808,1750,2042,2031,United,321,11,18,SMF,2358,3,10
4,6,7,1752,1730,2031,2011,United,321,20,22,SFO,2419,7,11
4,6,7,1732,1640,2025,1910,United,326,75,52,LAX,2288,7,20
4,6,7,1918,1910,2215,2144,United,328,31,8,LAX,2288,17,12
4,6,7,2201,2143,52,11,United,330,41,18,LAX,2288,9,12
4,6,7,1907,1850,2201,2145,JetBlue,331,16,17,OAK,2408,5,18
4,6,7,2231,2145,124,32,United,333,52,46,SFO,2419,5,15
4,6,7,718,710,1012,952,United,337,20,8,SFO,2419,5,12
4,6,7,1447,1440,1740,1730,United,338,10,7,SFO,2419,6,9
4,6,7,1957,1930,2259,2217,United,345,42,27,SFO,2419,4,13
4,7,1,1244,1232,1413,1330,United,40,43,12,ORF,157,3,46
4,7,1,2120,1915,2234,2055,United,42,99,125,EWR,213,10,22
4,7,1,1534,1450,1856,1557,United,42,179,44,EWR,213,11,149
4,7,1,852,835,1012,948,United,43,24,17,RDU,224,6,31
4,7,1,1827,1659,1950,1806,United,44,104,88,EWR,213,10,29
4,7,1,1733,1720,1849,1843,United,46,6,13,CLE,288,5,25
4,7,1,1232,1224,1338,1342,United,46,-4,8,SYR,296,2,18
4,7,1,1515,1435,1629,1600,United,48,29,40,BDL,326,8,18
4,7,1,855,815,1045,929,United,48,76,40,LGA,229,3,59
4,7,1,840,830,951,942,United,49,9,10,CLE,288,4,18
4,7,1,1250,1238,1401,1357,United,49,4,12,CLE,288,5,17
4,7,1,1406,1340,1533,1455,JetBlue,49,38,26,JFK,228,5,33
4,7,1,1815,1804,1938,1925,United,53,13,11,CLT,321,6,24
4,7,1,2215,2155,2329,2317,United,53,12,20,CLT,321,4,17
4,7,1,1428,1224,1547,1348,United,57,119,124,PVD,372,3,19
4,7,1,917,857,1040,1029,United,60,11,20,DTW,383,7,16
4,7,1,1948,1940,2109,2110,JetBlue,60,-1,8,JFK,228,4,17
4,7,1,1718,1700,1843,1833,United,61,10,18,CLT,321,8,16
4,7,1,1233,1220,1414,1407,Delta,62,7,13,DTW,383,19,20
4,7,1,1040,815,1207,940,United,63,147,145,GSP,383,4,20
4,7,1,2145,2130,2306,2306,United,63,0,15,BOS,413,5,13
4,7,1,1151,1130,1317,1302,JetBlue,66,15,21,BOS,413,3,17
4,7,1,915,901,1045,1036,United,69,9,14,MHT,418,9,12
